	chr	pos	lod
ScyDAA6-5987-HRSCAF-6712:6046294	ScyDAA6-5987-HRSCAF-6712	6.046294	1.067954867
ScyDAA6-5987-HRSCAF-6712:6074677	ScyDAA6-5987-HRSCAF-6712	6.074677	1.069602957
ScyDAA6-5987-HRSCAF-6712:6094865	ScyDAA6-5987-HRSCAF-6712	6.094865	1.070711039
ScyDAA6-5987-HRSCAF-6712:6116670	ScyDAA6-5987-HRSCAF-6712	6.11667	1.07116844
ScyDAA6-5987-HRSCAF-6712:6137390	ScyDAA6-5987-HRSCAF-6712	6.13739	1.071521079
ScyDAA6-5987-HRSCAF-6712:6158492	ScyDAA6-5987-HRSCAF-6712	6.158492	1.071800898
ScyDAA6-5987-HRSCAF-6712:6180210	ScyDAA6-5987-HRSCAF-6712	6.18021	1.072009945
ScyDAA6-5987-HRSCAF-6712:6200297	ScyDAA6-5987-HRSCAF-6712	6.200297	1.129800873
ScyDAA6-5987-HRSCAF-6712:6221002	ScyDAA6-5987-HRSCAF-6712	6.221002	1.129693823
ScyDAA6-5987-HRSCAF-6712:6241089	ScyDAA6-5987-HRSCAF-6712	6.241089	1.129519294
ScyDAA6-5987-HRSCAF-6712:6262113	ScyDAA6-5987-HRSCAF-6712	6.262113	1.129268303
ScyDAA6-5987-HRSCAF-6712:6282191	ScyDAA6-5987-HRSCAF-6712	6.282191	1.128965289
ScyDAA6-5987-HRSCAF-6712:6302472	ScyDAA6-5987-HRSCAF-6712	6.302472	1.128598291
ScyDAA6-5987-HRSCAF-6712:6329004	ScyDAA6-5987-HRSCAF-6712	6.329004	1.128029177
ScyDAA6-5987-HRSCAF-6712:6349666	ScyDAA6-5987-HRSCAF-6712	6.349666	1.127518212
ScyDAA6-5987-HRSCAF-6712:6371471	ScyDAA6-5987-HRSCAF-6712	6.371471	1.126916916
ScyDAA6-5987-HRSCAF-6712:6397347	ScyDAA6-5987-HRSCAF-6712	6.397347	1.126123618
ScyDAA6-5987-HRSCAF-6712:6417409	ScyDAA6-5987-HRSCAF-6712	6.417409	1.125451148
ScyDAA6-5987-HRSCAF-6712:6438673	ScyDAA6-5987-HRSCAF-6712	6.438673	1.124685631
ScyDAA6-5987-HRSCAF-6712:6459275	ScyDAA6-5987-HRSCAF-6712	6.459275	1.124216445
ScyDAA6-5987-HRSCAF-6712:6479365	ScyDAA6-5987-HRSCAF-6712	6.479365	1.123738559
ScyDAA6-5987-HRSCAF-6712:6500157	ScyDAA6-5987-HRSCAF-6712	6.500157	1.123220823
ScyDAA6-5987-HRSCAF-6712:6520449	ScyDAA6-5987-HRSCAF-6712	6.520449	1.122694429
ScyDAA6-5987-HRSCAF-6712:6540950	ScyDAA6-5987-HRSCAF-6712	6.54095	1.122142917
ScyDAA6-5987-HRSCAF-6712:6561332	ScyDAA6-5987-HRSCAF-6712	6.561332	1.121576308
ScyDAA6-5987-HRSCAF-6712:6582177	ScyDAA6-5987-HRSCAF-6712	6.582177	1.12097945
ScyDAA6-5987-HRSCAF-6712:6602360	ScyDAA6-5987-HRSCAF-6712	6.60236	1.120386116
ScyDAA6-5987-HRSCAF-6712:6622672	ScyDAA6-5987-HRSCAF-6712	6.622672	1.119774891
ScyDAA6-5987-HRSCAF-6712:6642719	ScyDAA6-5987-HRSCAF-6712	6.642719	1.119159012
ScyDAA6-5987-HRSCAF-6712:6663767	ScyDAA6-5987-HRSCAF-6712	6.663767	1.118653618
ScyDAA6-5987-HRSCAF-6712:6684007	ScyDAA6-5987-HRSCAF-6712	6.684007	1.069365835
ScyDAA6-5987-HRSCAF-6712:6706865	ScyDAA6-5987-HRSCAF-6712	6.706865	1.00081121
ScyDAA6-5987-HRSCAF-6712:6730068	ScyDAA6-5987-HRSCAF-6712	6.730068	1.003132918
ScyDAA6-5987-HRSCAF-6712:6750595	ScyDAA6-5987-HRSCAF-6712	6.750595	1.025281345
ScyDAA6-5987-HRSCAF-6712:6770947	ScyDAA6-5987-HRSCAF-6712	6.770947	1.04686584
ScyDAA6-5987-HRSCAF-6712:6793539	ScyDAA6-5987-HRSCAF-6712	6.793539	1.045780814
ScyDAA6-5987-HRSCAF-6712:6813658	ScyDAA6-5987-HRSCAF-6712	6.813658	1.037842114
ScyDAA6-5987-HRSCAF-6712:6833903	ScyDAA6-5987-HRSCAF-6712	6.833903	0.852379572
ScyDAA6-5987-HRSCAF-6712:6854395	ScyDAA6-5987-HRSCAF-6712	6.854395	0.695114527
ScyDAA6-5987-HRSCAF-6712:6874991	ScyDAA6-5987-HRSCAF-6712	6.874991	0.703159287
ScyDAA6-5987-HRSCAF-6712:6896117	ScyDAA6-5987-HRSCAF-6712	6.896117	0.710347118
ScyDAA6-5987-HRSCAF-6712:6918656	ScyDAA6-5987-HRSCAF-6712	6.918656	0.701124511
ScyDAA6-5987-HRSCAF-6712:6939414	ScyDAA6-5987-HRSCAF-6712	6.939414	0.69202617
ScyDAA6-5987-HRSCAF-6712:6959564	ScyDAA6-5987-HRSCAF-6712	6.959564	0.698437154
ScyDAA6-5987-HRSCAF-6712:6980276	ScyDAA6-5987-HRSCAF-6712	6.980276	0.720519011
ScyDAA6-5987-HRSCAF-6712:7000980	ScyDAA6-5987-HRSCAF-6712	7.00098	0.74017546
ScyDAA6-5987-HRSCAF-6712:7021577	ScyDAA6-5987-HRSCAF-6712	7.021577	0.757413038
ScyDAA6-5987-HRSCAF-6712:7041663	ScyDAA6-5987-HRSCAF-6712	7.041663	0.777766341
ScyDAA6-5987-HRSCAF-6712:7063009	ScyDAA6-5987-HRSCAF-6712	7.063009	0.801431965
ScyDAA6-5987-HRSCAF-6712:7083232	ScyDAA6-5987-HRSCAF-6712	7.083232	0.81274842
ScyDAA6-5987-HRSCAF-6712:7103340	ScyDAA6-5987-HRSCAF-6712	7.10334	0.823988437
ScyDAA6-5987-HRSCAF-6712:7123387	ScyDAA6-5987-HRSCAF-6712	7.123387	0.835172923
ScyDAA6-5987-HRSCAF-6712:7143866	ScyDAA6-5987-HRSCAF-6712	7.143866	0.845913629
ScyDAA6-5987-HRSCAF-6712:7163970	ScyDAA6-5987-HRSCAF-6712	7.16397	0.856390847
ScyDAA6-5987-HRSCAF-6712:7185405	ScyDAA6-5987-HRSCAF-6712	7.185405	0.868346135
ScyDAA6-5987-HRSCAF-6712:7205436	ScyDAA6-5987-HRSCAF-6712	7.205436	0.879456016
ScyDAA6-5987-HRSCAF-6712:7252834	ScyDAA6-5987-HRSCAF-6712	7.252834	0.901767639
ScyDAA6-5987-HRSCAF-6712:7326877	ScyDAA6-5987-HRSCAF-6712	7.326877	0.935885547
ScyDAA6-5987-HRSCAF-6712:7356338	ScyDAA6-5987-HRSCAF-6712	7.356338	0.949170319
ScyDAA6-5987-HRSCAF-6712:7376979	ScyDAA6-5987-HRSCAF-6712	7.376979	0.958199089
ScyDAA6-5987-HRSCAF-6712:7397147	ScyDAA6-5987-HRSCAF-6712	7.397147	0.966907817
ScyDAA6-5987-HRSCAF-6712:7419079	ScyDAA6-5987-HRSCAF-6712	7.419079	0.976240294
ScyDAA6-5987-HRSCAF-6712:7439613	ScyDAA6-5987-HRSCAF-6712	7.439613	0.981217868
ScyDAA6-5987-HRSCAF-6712:7459774	ScyDAA6-5987-HRSCAF-6712	7.459774	0.986126119
ScyDAA6-5987-HRSCAF-6712:7484977	ScyDAA6-5987-HRSCAF-6712	7.484977	0.992289684
ScyDAA6-5987-HRSCAF-6712:7505122	ScyDAA6-5987-HRSCAF-6712	7.505122	0.997237056
ScyDAA6-5987-HRSCAF-6712:7525896	ScyDAA6-5987-HRSCAF-6712	7.525896	1.002356844
ScyDAA6-5987-HRSCAF-6712:7546301	ScyDAA6-5987-HRSCAF-6712	7.546301	1.007402135
ScyDAA6-5987-HRSCAF-6712:7566967	ScyDAA6-5987-HRSCAF-6712	7.566967	1.012527244
ScyDAA6-5987-HRSCAF-6712:7587865	ScyDAA6-5987-HRSCAF-6712	7.587865	1.017724154
ScyDAA6-5987-HRSCAF-6712:7609333	ScyDAA6-5987-HRSCAF-6712	7.609333	1.023073643
ScyDAA6-5987-HRSCAF-6712:7629575	ScyDAA6-5987-HRSCAF-6712	7.629575	0.951949742
ScyDAA6-5987-HRSCAF-6712:7649759	ScyDAA6-5987-HRSCAF-6712	7.649759	0.956595567
ScyDAA6-5987-HRSCAF-6712:7680829	ScyDAA6-5987-HRSCAF-6712	7.680829	0.980573839
ScyDAA6-5987-HRSCAF-6712:7707095	ScyDAA6-5987-HRSCAF-6712	7.707095	0.99349734
ScyDAA6-5987-HRSCAF-6712:7727358	ScyDAA6-5987-HRSCAF-6712	7.727358	0.99861585
ScyDAA6-5987-HRSCAF-6712:7747526	ScyDAA6-5987-HRSCAF-6712	7.747526	1.00206016
ScyDAA6-5987-HRSCAF-6712:7769521	ScyDAA6-5987-HRSCAF-6712	7.769521	1.005851874
ScyDAA6-5987-HRSCAF-6712:7789777	ScyDAA6-5987-HRSCAF-6712	7.789777	1.009375906
ScyDAA6-5987-HRSCAF-6712:7809908	ScyDAA6-5987-HRSCAF-6712	7.809908	1.012908882
ScyDAA6-5987-HRSCAF-6712:7830777	ScyDAA6-5987-HRSCAF-6712	7.830777	1.031293924
ScyDAA6-5987-HRSCAF-6712:7851653	ScyDAA6-5987-HRSCAF-6712	7.851653	1.04890289
ScyDAA6-5987-HRSCAF-6712:7873920	ScyDAA6-5987-HRSCAF-6712	7.87392	1.066697367
ScyDAA6-5987-HRSCAF-6712:7894244	ScyDAA6-5987-HRSCAF-6712	7.894244	1.081945618
ScyDAA6-5987-HRSCAF-6712:7914451	ScyDAA6-5987-HRSCAF-6712	7.914451	1.096076123
ScyDAA6-5987-HRSCAF-6712:7935695	ScyDAA6-5987-HRSCAF-6712	7.935695	1.109738097
ScyDAA6-5987-HRSCAF-6712:7956022	ScyDAA6-5987-HRSCAF-6712	7.956022	1.121591679
ScyDAA6-5987-HRSCAF-6712:7980415	ScyDAA6-5987-HRSCAF-6712	7.980415	1.126498895
ScyDAA6-5987-HRSCAF-6712:8001512	ScyDAA6-5987-HRSCAF-6712	8.001512	1.130881344
ScyDAA6-5987-HRSCAF-6712:8022372	ScyDAA6-5987-HRSCAF-6712	8.022372	1.135188371
ScyDAA6-5987-HRSCAF-6712:8042518	ScyDAA6-5987-HRSCAF-6712	8.042518	1.139322909
ScyDAA6-5987-HRSCAF-6712:8068275	ScyDAA6-5987-HRSCAF-6712	8.068275	1.144572596
ScyDAA6-5987-HRSCAF-6712:8109927	ScyDAA6-5987-HRSCAF-6712	8.109927	1.142268089
ScyDAA6-5987-HRSCAF-6712:8136138	ScyDAA6-5987-HRSCAF-6712	8.136138	1.140793652
ScyDAA6-5987-HRSCAF-6712:8156192	ScyDAA6-5987-HRSCAF-6712	8.156192	1.1402922
ScyDAA6-5987-HRSCAF-6712:8177964	ScyDAA6-5987-HRSCAF-6712	8.177964	1.139736311
ScyDAA6-5987-HRSCAF-6712:8198081	ScyDAA6-5987-HRSCAF-6712	8.198081	1.139212046
ScyDAA6-5987-HRSCAF-6712:8223724	ScyDAA6-5987-HRSCAF-6712	8.223724	1.138529001
ScyDAA6-5987-HRSCAF-6712:8246148	ScyDAA6-5987-HRSCAF-6712	8.246148	1.137918167
ScyDAA6-5987-HRSCAF-6712:8266218	ScyDAA6-5987-HRSCAF-6712	8.266218	1.137360776
ScyDAA6-5987-HRSCAF-6712:8290822	ScyDAA6-5987-HRSCAF-6712	8.290822	1.136663737
ScyDAA6-5987-HRSCAF-6712:8310976	ScyDAA6-5987-HRSCAF-6712	8.310976	1.136081531
ScyDAA6-5987-HRSCAF-6712:8338876	ScyDAA6-5987-HRSCAF-6712	8.338876	1.135258908
ScyDAA6-5987-HRSCAF-6712:8361820	ScyDAA6-5987-HRSCAF-6712	8.36182	1.135252228
ScyDAA6-5987-HRSCAF-6712:8389028	ScyDAA6-5987-HRSCAF-6712	8.389028	1.135245126
ScyDAA6-5987-HRSCAF-6712:8411970	ScyDAA6-5987-HRSCAF-6712	8.41197	1.13524222
ScyDAA6-5987-HRSCAF-6712:8433922	ScyDAA6-5987-HRSCAF-6712	8.433922	1.173895839
ScyDAA6-5987-HRSCAF-6712:8454359	ScyDAA6-5987-HRSCAF-6712	8.454359	1.154056223
ScyDAA6-5987-HRSCAF-6712:8474878	ScyDAA6-5987-HRSCAF-6712	8.474878	1.153907411
ScyDAA6-5987-HRSCAF-6712:8494997	ScyDAA6-5987-HRSCAF-6712	8.494997	1.15377304
ScyDAA6-5987-HRSCAF-6712:8516257	ScyDAA6-5987-HRSCAF-6712	8.516257	1.088101105
ScyDAA6-5987-HRSCAF-6712:8536521	ScyDAA6-5987-HRSCAF-6712	8.536521	1.087859656
ScyDAA6-5987-HRSCAF-6712:8556622	ScyDAA6-5987-HRSCAF-6712	8.556622	1.08782185
ScyDAA6-5987-HRSCAF-6712:8577160	ScyDAA6-5987-HRSCAF-6712	8.57716	1.087783656
ScyDAA6-5987-HRSCAF-6712:8597260	ScyDAA6-5987-HRSCAF-6712	8.59726	1.08774669
ScyDAA6-5987-HRSCAF-6712:8618865	ScyDAA6-5987-HRSCAF-6712	8.618865	1.087707414
ScyDAA6-5987-HRSCAF-6712:8639475	ScyDAA6-5987-HRSCAF-6712	8.639475	1.087670319
ScyDAA6-5987-HRSCAF-6712:8660462	ScyDAA6-5987-HRSCAF-6712	8.660462	1.086532345
ScyDAA6-5987-HRSCAF-6712:8681062	ScyDAA6-5987-HRSCAF-6712	8.681062	1.086010751
ScyDAA6-5987-HRSCAF-6712:8701688	ScyDAA6-5987-HRSCAF-6712	8.701688	1.086094252
ScyDAA6-5987-HRSCAF-6712:8729049	ScyDAA6-5987-HRSCAF-6712	8.729049	1.087152728
ScyDAA6-5987-HRSCAF-6712:8751040	ScyDAA6-5987-HRSCAF-6712	8.75104	1.088744701
ScyDAA6-5987-HRSCAF-6712:8772512	ScyDAA6-5987-HRSCAF-6712	8.772512	1.090934446
ScyDAA6-5987-HRSCAF-6712:8792940	ScyDAA6-5987-HRSCAF-6712	8.79294	1.090950142
ScyDAA6-5987-HRSCAF-6712:8813833	ScyDAA6-5987-HRSCAF-6712	8.813833	1.090966095
ScyDAA6-5987-HRSCAF-6712:8834647	ScyDAA6-5987-HRSCAF-6712	8.834647	1.090982009
ScyDAA6-5987-HRSCAF-6712:8855210	ScyDAA6-5987-HRSCAF-6712	8.85521	1.090997752
ScyDAA6-5987-HRSCAF-6712:8876282	ScyDAA6-5987-HRSCAF-6712	8.876282	1.091013905
ScyDAA6-5987-HRSCAF-6712:8896696	ScyDAA6-5987-HRSCAF-6712	8.896696	1.091029575
ScyDAA6-5987-HRSCAF-6712:8916871	ScyDAA6-5987-HRSCAF-6712	8.916871	1.091045081
ScyDAA6-5987-HRSCAF-6712:8937265	ScyDAA6-5987-HRSCAF-6712	8.937265	1.091060775
ScyDAA6-5987-HRSCAF-6712:8957421	ScyDAA6-5987-HRSCAF-6712	8.957421	1.091076307
ScyDAA6-5987-HRSCAF-6712:8987334	ScyDAA6-5987-HRSCAF-6712	8.987334	1.091099392
ScyDAA6-5987-HRSCAF-6712:9019624	ScyDAA6-5987-HRSCAF-6712	9.019624	1.091124362
ScyDAA6-5987-HRSCAF-6712:9042733	ScyDAA6-5987-HRSCAF-6712	9.042733	1.09114345
ScyDAA6-5987-HRSCAF-6712:9062742	ScyDAA6-5987-HRSCAF-6712	9.062742	1.110495254
ScyDAA6-5987-HRSCAF-6712:9090741	ScyDAA6-5987-HRSCAF-6712	9.090741	1.133272777
ScyDAA6-5987-HRSCAF-6712:9121041	ScyDAA6-5987-HRSCAF-6712	9.121041	1.151958241
ScyDAA6-5987-HRSCAF-6712:9145340	ScyDAA6-5987-HRSCAF-6712	9.14534	1.146428013
ScyDAA6-5987-HRSCAF-6712:9165883	ScyDAA6-5987-HRSCAF-6712	9.165883	1.155887991
ScyDAA6-5987-HRSCAF-6712:9186785	ScyDAA6-5987-HRSCAF-6712	9.186785	1.138419572
ScyDAA6-5987-HRSCAF-6712:9207577	ScyDAA6-5987-HRSCAF-6712	9.207577	1.138777106
ScyDAA6-5987-HRSCAF-6712:9231297	ScyDAA6-5987-HRSCAF-6712	9.231297	1.139409647
ScyDAA6-5987-HRSCAF-6712:9254393	ScyDAA6-5987-HRSCAF-6712	9.254393	1.140457608
ScyDAA6-5987-HRSCAF-6712:9274530	ScyDAA6-5987-HRSCAF-6712	9.27453	1.141433779
ScyDAA6-5987-HRSCAF-6712:9294960	ScyDAA6-5987-HRSCAF-6712	9.29496	1.142464882
ScyDAA6-5987-HRSCAF-6712:9318824	ScyDAA6-5987-HRSCAF-6712	9.318824	1.141837762
ScyDAA6-5987-HRSCAF-6712:9339257	ScyDAA6-5987-HRSCAF-6712	9.339257	1.24417186
ScyDAA6-5987-HRSCAF-6712:9362749	ScyDAA6-5987-HRSCAF-6712	9.362749	1.243545636
ScyDAA6-5987-HRSCAF-6712:9383534	ScyDAA6-5987-HRSCAF-6712	9.383534	1.243010954
ScyDAA6-5987-HRSCAF-6712:9404030	ScyDAA6-5987-HRSCAF-6712	9.40403	1.242535004
ScyDAA6-5987-HRSCAF-6712:9424707	ScyDAA6-5987-HRSCAF-6712	9.424707	1.242068852
ScyDAA6-5987-HRSCAF-6712:9447777	ScyDAA6-5987-HRSCAF-6712	9.447777	1.241566588
ScyDAA6-5987-HRSCAF-6712:9468079	ScyDAA6-5987-HRSCAF-6712	9.468079	1.241141061
ScyDAA6-5987-HRSCAF-6712:9493866	ScyDAA6-5987-HRSCAF-6712	9.493866	1.240624394
ScyDAA6-5987-HRSCAF-6712:9515556	ScyDAA6-5987-HRSCAF-6712	9.515556	1.240211548
ScyDAA6-5987-HRSCAF-6712:9539711	ScyDAA6-5987-HRSCAF-6712	9.539711	1.239778169
ScyDAA6-5987-HRSCAF-6712:9578838	ScyDAA6-5987-HRSCAF-6712	9.578838	1.239133572
ScyDAA6-5987-HRSCAF-6712:9609893	ScyDAA6-5987-HRSCAF-6712	9.609893	1.238674401
ScyDAA6-5987-HRSCAF-6712:9631303	ScyDAA6-5987-HRSCAF-6712	9.631303	1.238385808
ScyDAA6-5987-HRSCAF-6712:9651900	ScyDAA6-5987-HRSCAF-6712	9.6519	1.2381301
ScyDAA6-5987-HRSCAF-6712:9675471	ScyDAA6-5987-HRSCAF-6712	9.675471	1.237864144
ScyDAA6-5987-HRSCAF-6712:9703997	ScyDAA6-5987-HRSCAF-6712	9.703997	1.237580626
ScyDAA6-5987-HRSCAF-6712:9725289	ScyDAA6-5987-HRSCAF-6712	9.725289	1.237588792
ScyDAA6-5987-HRSCAF-6712:9745425	ScyDAA6-5987-HRSCAF-6712	9.745425	1.237596543
ScyDAA6-5987-HRSCAF-6712:9766882	ScyDAA6-5987-HRSCAF-6712	9.766882	1.237604822
ScyDAA6-5987-HRSCAF-6712:9788068	ScyDAA6-5987-HRSCAF-6712	9.788068	1.237613016
ScyDAA6-5987-HRSCAF-6712:9808797	ScyDAA6-5987-HRSCAF-6712	9.808797	1.237621053
ScyDAA6-5987-HRSCAF-6712:9829293	ScyDAA6-5987-HRSCAF-6712	9.829293	1.237629019
ScyDAA6-5987-HRSCAF-6712:9853795	ScyDAA6-5987-HRSCAF-6712	9.853795	1.237638566
ScyDAA6-5987-HRSCAF-6712:9874068	ScyDAA6-5987-HRSCAF-6712	9.874068	1.237652116
ScyDAA6-5987-HRSCAF-6712:9896066	ScyDAA6-5987-HRSCAF-6712	9.896066	1.358956049
ScyDAA6-5987-HRSCAF-6712:9916830	ScyDAA6-5987-HRSCAF-6712	9.91683	1.469943011
ScyDAA6-5987-HRSCAF-6712:9936934	ScyDAA6-5987-HRSCAF-6712	9.936934	1.57171487
ScyDAA6-5987-HRSCAF-6712:9956959	ScyDAA6-5987-HRSCAF-6712	9.956959	1.57173815
ScyDAA6-5987-HRSCAF-6712:9977162	ScyDAA6-5987-HRSCAF-6712	9.977162	1.571756711
ScyDAA6-5987-HRSCAF-6712:9998328	ScyDAA6-5987-HRSCAF-6712	9.998328	1.571776166
ScyDAA6-5987-HRSCAF-6712:10018787	ScyDAA6-5987-HRSCAF-6712	10.018787	1.571794981
ScyDAA6-5987-HRSCAF-6712:10039128	ScyDAA6-5987-HRSCAF-6712	10.039128	1.571813697
ScyDAA6-5987-HRSCAF-6712:10060273	ScyDAA6-5987-HRSCAF-6712	10.060273	1.571833163
ScyDAA6-5987-HRSCAF-6712:10080902	ScyDAA6-5987-HRSCAF-6712	10.080902	1.571852164
ScyDAA6-5987-HRSCAF-6712:10101599	ScyDAA6-5987-HRSCAF-6712	10.101599	1.571871237
ScyDAA6-5987-HRSCAF-6712:10121994	ScyDAA6-5987-HRSCAF-6712	10.121994	1.571890041
ScyDAA6-5987-HRSCAF-6712:10147172	ScyDAA6-5987-HRSCAF-6712	10.147172	1.571913269
ScyDAA6-5987-HRSCAF-6712:10172198	ScyDAA6-5987-HRSCAF-6712	10.172198	1.57193637
ScyDAA6-5987-HRSCAF-6712:10192674	ScyDAA6-5987-HRSCAF-6712	10.192674	1.571955282
ScyDAA6-5987-HRSCAF-6712:10212951	ScyDAA6-5987-HRSCAF-6712	10.212951	1.57197402
ScyDAA6-5987-HRSCAF-6712:10233202	ScyDAA6-5987-HRSCAF-6712	10.233202	1.571992743
ScyDAA6-5987-HRSCAF-6712:10254008	ScyDAA6-5987-HRSCAF-6712	10.254008	1.572010458
ScyDAA6-5987-HRSCAF-6712:10276608	ScyDAA6-5987-HRSCAF-6712	10.276608	1.57202946
ScyDAA6-5987-HRSCAF-6712:10296728	ScyDAA6-5987-HRSCAF-6712	10.296728	1.56734605
ScyDAA6-5987-HRSCAF-6712:10318030	ScyDAA6-5987-HRSCAF-6712	10.31803	1.518698493
ScyDAA6-5987-HRSCAF-6712:10338709	ScyDAA6-5987-HRSCAF-6712	10.338709	1.449694624
ScyDAA6-5987-HRSCAF-6712:10361511	ScyDAA6-5987-HRSCAF-6712	10.361511	1.444606409
ScyDAA6-5987-HRSCAF-6712:10381878	ScyDAA6-5987-HRSCAF-6712	10.381878	1.440057031
ScyDAA6-5987-HRSCAF-6712:10409531	ScyDAA6-5987-HRSCAF-6712	10.409531	1.433868102
ScyDAA6-5987-HRSCAF-6712:10438157	ScyDAA6-5987-HRSCAF-6712	10.438157	1.427447077
ScyDAA6-5987-HRSCAF-6712:10469588	ScyDAA6-5987-HRSCAF-6712	10.469588	1.420378489
ScyDAA6-5987-HRSCAF-6712:10490107	ScyDAA6-5987-HRSCAF-6712	10.490107	1.415754931
ScyDAA6-5987-HRSCAF-6712:10511000	ScyDAA6-5987-HRSCAF-6712	10.511	1.411039963
ScyDAA6-5987-HRSCAF-6712:10531007	ScyDAA6-5987-HRSCAF-6712	10.531007	1.406518326
ScyDAA6-5987-HRSCAF-6712:10552695	ScyDAA6-5987-HRSCAF-6712	10.552695	1.401609616
ScyDAA6-5987-HRSCAF-6712:10581630	ScyDAA6-5987-HRSCAF-6712	10.58163	1.395049345
ScyDAA6-5987-HRSCAF-6712:10603874	ScyDAA6-5987-HRSCAF-6712	10.603874	1.389997507
ScyDAA6-5987-HRSCAF-6712:10624012	ScyDAA6-5987-HRSCAF-6712	10.624012	1.385417697
ScyDAA6-5987-HRSCAF-6712:10644097	ScyDAA6-5987-HRSCAF-6712	10.644097	1.380914192
ScyDAA6-5987-HRSCAF-6712:10665193	ScyDAA6-5987-HRSCAF-6712	10.665193	1.376174901
ScyDAA6-5987-HRSCAF-6712:10686611	ScyDAA6-5987-HRSCAF-6712	10.686611	1.371353823
ScyDAA6-5987-HRSCAF-6712:10709717	ScyDAA6-5987-HRSCAF-6712	10.709717	1.366142228
ScyDAA6-5987-HRSCAF-6712:10731507	ScyDAA6-5987-HRSCAF-6712	10.731507	1.361217532
ScyDAA6-5987-HRSCAF-6712:10751548	ScyDAA6-5987-HRSCAF-6712	10.751548	1.356258456
ScyDAA6-5987-HRSCAF-6712:10773676	ScyDAA6-5987-HRSCAF-6712	10.773676	1.350480132
ScyDAA6-5987-HRSCAF-6712:10794121	ScyDAA6-5987-HRSCAF-6712	10.794121	1.344860254
ScyDAA6-5987-HRSCAF-6712:10814586	ScyDAA6-5987-HRSCAF-6712	10.814586	1.338966374
ScyDAA6-5987-HRSCAF-6712:10838154	ScyDAA6-5987-HRSCAF-6712	10.838154	1.331848886
ScyDAA6-5987-HRSCAF-6712:10858779	ScyDAA6-5987-HRSCAF-6712	10.858779	1.325333399
ScyDAA6-5987-HRSCAF-6712:10881545	ScyDAA6-5987-HRSCAF-6712	10.881545	1.317786038
ScyDAA6-5987-HRSCAF-6712:10902073	ScyDAA6-5987-HRSCAF-6712	10.902073	1.31071173
ScyDAA6-5987-HRSCAF-6712:10923464	ScyDAA6-5987-HRSCAF-6712	10.923464	1.303073006
ScyDAA6-5987-HRSCAF-6712:10952172	ScyDAA6-5987-HRSCAF-6712	10.952172	1.29240158
ScyDAA6-5987-HRSCAF-6712:10972197	ScyDAA6-5987-HRSCAF-6712	10.972197	1.284679109
ScyDAA6-5987-HRSCAF-6712:10999819	ScyDAA6-5987-HRSCAF-6712	10.999819	1.273661052
ScyDAA6-5987-HRSCAF-6712:11021492	ScyDAA6-5987-HRSCAF-6712	11.021492	1.264726436
ScyDAA6-5987-HRSCAF-6712:11045110	ScyDAA6-5987-HRSCAF-6712	11.04511	1.261312342
ScyDAA6-5987-HRSCAF-6712:11065334	ScyDAA6-5987-HRSCAF-6712	11.065334	1.261044744
ScyDAA6-5987-HRSCAF-6712:11108517	ScyDAA6-5987-HRSCAF-6712	11.108517	1.241043119
ScyDAA6-5987-HRSCAF-6712:11166936	ScyDAA6-5987-HRSCAF-6712	11.166936	1.227319989
ScyDAA6-5987-HRSCAF-6712:11188017	ScyDAA6-5987-HRSCAF-6712	11.188017	1.222361264
ScyDAA6-5987-HRSCAF-6712:11208040	ScyDAA6-5987-HRSCAF-6712	11.20804	1.176788658
ScyDAA6-5987-HRSCAF-6712:11239827	ScyDAA6-5987-HRSCAF-6712	11.239827	1.09833954
ScyDAA6-5987-HRSCAF-6712:11262987	ScyDAA6-5987-HRSCAF-6712	11.262987	1.037336268
ScyDAA6-5987-HRSCAF-6712:11284778	ScyDAA6-5987-HRSCAF-6712	11.284778	0.977766594
ScyDAA6-5987-HRSCAF-6712:11305387	ScyDAA6-5987-HRSCAF-6712	11.305387	0.97337893
ScyDAA6-5987-HRSCAF-6712:11325503	ScyDAA6-5987-HRSCAF-6712	11.325503	0.969099584
ScyDAA6-5987-HRSCAF-6712:11345875	ScyDAA6-5987-HRSCAF-6712	11.345875	0.9647667
ScyDAA6-5987-HRSCAF-6712:11366029	ScyDAA6-5987-HRSCAF-6712	11.366029	0.960488097
ScyDAA6-5987-HRSCAF-6712:11386101	ScyDAA6-5987-HRSCAF-6712	11.386101	1.091654259
ScyDAA6-5987-HRSCAF-6712:11406124	ScyDAA6-5987-HRSCAF-6712	11.406124	1.215259746
ScyDAA6-5987-HRSCAF-6712:11426391	ScyDAA6-5987-HRSCAF-6712	11.426391	1.201252284
ScyDAA6-5987-HRSCAF-6712:11446502	ScyDAA6-5987-HRSCAF-6712	11.446502	1.166734883
ScyDAA6-5987-HRSCAF-6712:11469183	ScyDAA6-5987-HRSCAF-6712	11.469183	1.219889767
ScyDAA6-5987-HRSCAF-6712:11492189	ScyDAA6-5987-HRSCAF-6712	11.492189	1.253524639
ScyDAA6-5987-HRSCAF-6712:11512739	ScyDAA6-5987-HRSCAF-6712	11.512739	1.248156843
ScyDAA6-5987-HRSCAF-6712:11533107	ScyDAA6-5987-HRSCAF-6712	11.533107	1.242834609
ScyDAA6-5987-HRSCAF-6712:11555273	ScyDAA6-5987-HRSCAF-6712	11.555273	1.237042012
